语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
10,9,9,9,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,18,0,0,0.0,1,0.0,0.0,274,0,120.0,274,0.0,357,0.0,42401783,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,1,0,110.39,1,30.0,0.0,263,0,39.0,263,0.0,306,0.0,6538557,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,1,0,0.0,1,0.0,0.0,513,0,90.0,513,9.0,468,0.0,3974014,0,1
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,19,0,10.0,19,0.0,155,0.0,582285,0,0
6,6,6,4,1,-1,2,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,301,0,41.04,301,0.0,662,0.0,9148379,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,4,1,0,0.0,1,0.0,0.0,282,0,69.6,282,0.0,228,0.0,10612116,0,1
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,6,0,0,0.0,1,0.0,0.0,126,0,59.0,126,0.0,305,0.0,32944338,0,0
9,8,8,7,1,-1,-1,-1,4,5,-1,7,-1,1,2,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,469,0,17.0,469,0.0,340,0.0,1563038,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,203,0,49.0,203,0.0,267,0.0,3337155,0,0
9,8,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,11,0,51.0,11,0.0,258,0.0,18646014,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,507.0,1,15.0,0.0,266,0,134.3,266,0.0,400,0.0,25498189,0,0
8,9,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,19,22,0,0,0.0,1,0.0,0.0,242,0,168.0,242,0.0,174,0.0,17782006,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,353,0,158.0,353,0.0,303,0.0,60914009,0,1
8,9,8,8,1,1,2,-1,-1,-1,-1,-1,98,1,-1,3,4,5,-1,-1,0,1,0,0,0.0,1,0.0,0.0,618,0,180.0,618,0.0,570,0.0,99080244,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,258,0,28.04,258,0.0,248,0.0,457,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,4,1,0,0.0,1,0.0,0.0,352,0,310.0,352,0.0,879,0.0,15690740,0,0
8,7,8,8,1,-1,-1,-1,4,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,19,6,0,1,0.0,1,0.0,0.0,148,0,18.0,148,0.0,214,0.0,5684141,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,10.0,0.0,244,0,84.81,244,0.0,140,0.0,8428366,0,0
8,9,8,9,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,2,1,0,0.0,1,0.0,0.0,690,0,198.0,690,0.0,762,0.0,12551359,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,132,0,90.0,132,0.0,177,0.0,11099199,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,245,0,111.7,245,0.0,227,0.0,3520851,0,0
8,8,9,8,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,12,0,0,0.0,1,0.0,0.0,614,0,60.1,614,0.0,486,0.0,15950991,0,0
5,5,6,6,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,6,-1,0,4,0,0,691.8,1,90.0,0.0,501,0,141.99,501,0.0,565,0.0,24634789,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,203,0,20.0,203,0.0,1368,0.0,1600872,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,4,0,0,0.0,1,160.29,0.0,229,0,219.29,229,0.0,189,0.0,11596855,0,0
8,4,5,8,1,-1,-1,-1,-1,5,-1,-1,-1,1,2,-1,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,449,0,55.0,449,0.0,279,0.0,29261193,0,1
6,5,7,9,1,-1,2,-1,4,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,14,0,9.0,14,0.0,53,0.0,838,0,0
7,5,6,4,1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,3,4,-1,6,-1,0,2,0,0,0.0,1,0.0,0.0,40,0,38.0,40,0.0,154,0.0,6292818,0,1
9,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,65,0,8.0,65,0.0,204,0.0,13738232,0,0
9,9,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,253,0,59.1,253,0.0,188,0.0,2264371,0,0
5,1,5,8,1,-1,2,-1,-1,5,-1,7,-1,1,2,3,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,377,0,48.75,377,0.0,518,0.0,18873981,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,431,0,140.0,431,0.0,418,0.0,51589581,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,141,0,30.0,141,0.0,159,0.0,9742111,0,1
9,9,9,8,1,1,2,-1,4,5,-1,7,-1,1,2,3,4,-1,6,-1,0,4,0,0,739.44,1,200.0,0.0,173,0,252.87,173,0.0,140,0.0,11440998,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,492,0,128.0,492,0.0,356,0.0,19566034,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,0,0,39.41,1,10.0,0.0,439,0,134.0,439,0.0,471,0.0,18560845,0,0
9,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,10,2,0,0.0,1,0.0,0.0,508,0,25.0,508,0.0,192,0.0,18981668,0,1
8,7,7,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,6,-1,20,4,0,0,0.0,1,0.0,0.0,177,0,145.0,177,0.0,186,0.0,4773860,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,147,0,99.0,147,0.0,131,0.0,3946393,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,207,0,67.0,207,9.0,161,0.0,9096152,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,2,0,0,0.0,1,0.0,0.0,553,0,140.29,553,0.0,672,0.0,9462139,0,1
7,8,8,7,1,1,-1,-1,-1,5,-1,7,-1,-1,-1,-1,4,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,1411,0,111.0,1411,0.0,181,0.0,2023494,0,1
10,10,10,9,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,3,4,-1,6,-1,20,2,1,0,0.0,1,0.0,0.0,480,0,114.0,480,0.0,450,0.0,30595748,0,0
9,9,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,6,1,0,0.0,1,0.0,0.0,389,0,143.0,389,0.0,335,0.0,16954356,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,449,0,56.0,449,0.0,160,0.0,7374456,0,0
1,1,1,1,1,-1,2,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,98,8,6,1,0,0.0,1,0.0,0.0,438,0,74.98,438,0.0,220,0.0,21503715,0,1
10,9,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,2,0,0,0.0,1,0.0,0.0,317,0,49.0,317,0.0,204,0.0,1937238,0,0
1,1,1,1,1,1,2,-1,-1,5,-1,-1,-1,1,2,3,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,1329,0,70.15,1329,0.0,396,0.0,33262611,0,0
9,9,7,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,1,2,0,0.0,1,0.0,0.0,66,0,145.0,66,0.0,232,0.0,45817332,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,582,0,166.67,582,0.0,278,0.0,40538092,0,1
8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,422,0,135.0,422,0.0,337,0.0,38413468,0,1
10,10,10,10,1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,0,2,0,0,0.0,1,0.0,0.0,145,0,40.0,145,0.0,345,0.0,1472398,0,1
5,5,7,5,1,1,2,-1,-1,5,6,-1,-1,1,2,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,380,0,11.0,380,0.0,312,0.0,387243,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,235,0,42.0,235,0.0,456,0.0,17131817,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,1,0,0.0,1,0.0,0.0,342,0,91.0,342,0.0,324,0.0,11845458,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,200,0,61.19,200,0.0,219,0.0,22463399,0,1
9,9,9,9,1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,463,0,128.0,463,0.0,475,0.0,12096167,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,4,2,0,0.0,1,45.0,0.0,574,0,115.3,574,20.0,1725,0.0,39178228,0,0
10,8,10,8,1,1,-1,-1,4,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,0,4,3,0,0.0,1,27.0,0.0,762,0,107.6,762,0.0,974,0.0,38286363,0,1
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,-1,-1,-1,-1,-1,40,1,0,0,0.0,1,0.0,0.0,157,0,47.0,157,0.0,229,0.0,529720,11,1
9,7,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,419,0,136.45,419,0.0,223,0.0,48290525,0,1
1,1,1,1,1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,0,6,0,0,0.0,1,0.0,0.0,219,0,21.0,219,0.0,745,0.0,14809444,0,0
8,6,10,8,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,3,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,111,0,88.0,111,0.0,230,0.0,7877401,0,0
7,8,7,7,1,1,2,-1,4,5,-1,7,-1,1,-1,3,4,-1,6,-1,0,4,0,0,36.42,1,10.0,0.0,338,0,20.0,338,0.0,317,0.0,4776658,0,1
6,5,4,4,1,-1,-1,3,-1,-1,6,-1,-1,-1,2,3,4,-1,6,-1,0,6,1,1,0.0,1,0.0,0.0,646,0,25.0,646,0.0,581,0.0,50476674,0,0
10,6,6,6,1,1,2,-1,-1,5,6,-1,-1,1,2,3,4,-1,-1,-1,0,4,3,0,0.0,1,0.0,0.0,132,0,86.68,132,0.0,144,0.0,52479,0,1
10,10,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,141,0,63.2,141,0.0,175,0.0,3976225,0,0
9,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,118,0,38.0,118,0.0,120,0.0,5656543,0,0
9,9,10,9,1,1,2,-1,-1,-1,-1,7,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,1573,0,145.0,1573,0.0,1705,0.0,25406142,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,96,0,175.2,96,0.0,153,0.0,38636366,0,0
7,6,6,7,1,-1,2,-1,-1,5,-1,7,-1,-1,-1,3,4,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,511,0,34.0,511,0.0,461,0.0,21664957,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,168,0,50.0,168,0.0,247,0.0,2911086,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,174,0,35.0,174,0.0,340,0.0,76,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,30.0,0.0,443,0,69.0,443,0.0,480,0.0,27497599,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,18,1,0,0.0,1,0.0,0.0,806,0,117.45,806,0.0,945,0.0,38080969,0,0
9,8,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,1013,0,63.2,1013,0.0,775,0.0,29865892,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,656,0,80.0,656,0.0,767,0.0,10940682,0,0
9,8,10,9,1,-1,2,3,-1,5,-1,-1,-1,1,2,3,-1,5,6,-1,0,28,0,0,0.0,1,0.0,0.0,859,0,66.3,859,0.0,944,0.0,11098867,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,140,0,125.0,140,0.0,183,0.0,30124798,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,336,0,205.0,336,0.0,229,0.0,16180831,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,678,0,72.54,678,0.0,285,0.0,9524836,0,1
10,10,9,10,1,-1,-1,-1,4,5,6,-1,-1,-1,2,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,498,0,158.0,498,0.0,613,0.0,32052709,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,0,0,0.0,1,0.0,0.0,119,0,30.3,119,0.0,174,0.0,5767186,0,1
8,8,8,9,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,4,0,0,59.34,1,9.0,0.0,370,0,30.0,370,0.0,419,0.0,49401378,0,0
3,3,3,3,1,1,2,3,4,-1,-1,-1,-1,1,2,3,4,5,6,-1,34,5,3,0,0.0,1,0.0,0.0,1083,0,20.0,1083,0.0,1248,0.0,20672222,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,0.0,1,0.0,0.0,47,0,56.0,47,0.0,172,0.0,20867297,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,4,1,0,0.0,1,0.0,0.0,321,0,69.1,321,0.0,335,0.0,2680892,0,0
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,138,0,11.0,138,0.0,142,0.0,11243297,0,0
10,8,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,0,1,0,0.0,1,0.0,0.0,200,0,60.15,200,0.0,178,0.0,17600399,0,1
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,197,0,88.0,197,0.0,386,0.0,318992,0,0
9,9,9,9,1,1,-1,-1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,132,0,80.0,132,0.0,240,0.0,990283,0,0
10,10,10,10,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,191,0,85.0,191,0.0,321,0.0,32221376,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,3,0,0,0.0,1,0.0,0.0,981,0,71.0,981,0.0,415,0.0,11554992,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,324,0,70.56,324,0.0,201,0.0,14735235,0,1
9,8,9,9,1,1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,4,5,-1,-1,0,4,0,0,31.45,1,0.96,0.0,267,0,145.06,267,0.0,346,0.0,37862027,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,80,0,48.0,80,0.0,275,0.0,6582234,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,109,0,11.48,109,0.0,216,0.0,8855439,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,161,0,21.0,161,0.0,180,0.0,41739215,0,0
3,5,5,5,1,1,2,-1,4,-1,6,-1,-1,1,2,3,4,-1,6,-1,23,5,0,0,0.0,1,0.0,0.0,1090,0,56.0,1090,0.0,851,0.0,17992053,0,0
1,1,1,1,1,-1,2,-1,-1,-1,-1,-1,-1,1,2,3,4,-1,6,-1,141,0,0,0,0.0,1,0.0,0.0,902,0,120.0,902,0.0,634,0.0,15620787,0,0
10,10,10,10,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,-1,-1,19,6,1,0,0.0,1,0.0,0.0,542,0,121.0,542,0.0,549,0.0,39860310,0,1
10,8,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,4,1,0,0.0,1,0.0,0.0,586,0,15.0,586,0.0,904,0.0,6206893,0,0
9,8,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,222,0,70.14,222,0.0,185,0.0,6597548,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,80,0,59.0,80,0.0,127,0.0,1473353,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,2,0,0,0.0,1,0.0,0.0,207,0,61.2,207,8.32,188,0.0,5580933,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,3,0,0,0.0,1,0.0,0.0,115,0,21.0,115,0.0,120,0.0,42940694,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,1,0,0.0,1,0.0,0.0,275,0,61.0,275,0.0,409,0.0,17310412,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,90,0,49.0,90,0.0,180,0.0,1261245,0,1
10,8,9,9,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,6,-1,19,10,0,0,0.0,1,0.0,0.0,519,0,48.0,519,0.0,661,0.0,15484101,0,1
1,1,1,1,1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,16,5,0,0,0.0,1,0.0,0.0,254,0,18.0,254,0.0,136,0.0,10016846,0,0
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,11,5,0,0,0.0,1,0.0,0.0,797,0,150.0,797,0.0,148,0.0,14695534,0,0
5,2,2,2,1,1,2,-1,4,5,6,-1,-1,1,2,3,4,-1,6,-1,6,5,3,0,0.0,1,0.0,0.0,625,0,165.0,625,0.0,654,0.0,3786107,0,1
7,8,8,7,1,1,-1,-1,4,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,19,4,3,0,0.0,1,0.0,0.0,832,0,188.0,832,0.0,1094,0.0,23695421,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,2,1,0,0.0,1,0.0,0.0,1171,0,158.6,1171,0.0,1516,0.0,51436876,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,203,0,98.0,203,0.0,284,0.0,11376206,0,1
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,2,5,0,0.0,1,0.0,0.0,1595,0,180.0,1595,20.0,1560,0.0,14789689,0,1
9,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,129,0,270.0,129,39.0,288,0.0,11382549,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,0.0,1,0.0,0.0,354,0,59.0,354,0.0,472,0.0,30040262,0,1
10,9,9,10,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,18,0,0,0,0.0,1,0.0,0.0,192,0,21.0,192,0.0,233,0.0,57242642,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,630,0,44.55,630,0.0,294,0.0,1785850,0,1
4,2,5,4,1,1,2,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,66,4,8,0,0.0,1,0.0,0.0,914,0,59.1,914,0.0,675,0.0,12135719,0,0
8,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,-1,0,24,8,0,0.0,1,0.0,0.0,2236,0,87.0,2236,0.0,2264,0.0,23308762,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,111,0,21.0,111,0.0,228,0.0,26903153,0,1
7,4,6,6,1,1,2,-1,-1,-1,-1,-1,-1,1,2,3,4,-1,6,-1,0,14,1,0,0.0,1,0.0,0.0,484,0,111.26,484,0.0,348,0.0,7370756,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,1,0,0,0.0,1,0.0,0.0,396,0,56.0,396,0.0,535,0.0,29929684,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,135,0,0.0,135,0.0,153,0.0,22522,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,181,0,49.1,181,0.0,264,0.0,11149427,0,1
10,9,10,10,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,1,0,0.0,1,0.0,0.0,36,0,38.0,36,0.0,362,0.0,20139960,0,1
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,177,0,141.3,177,0.0,176,0.0,6029151,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,841,0,78.0,841,0.0,623,0.0,317227,0,0
10,10,10,10,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,138,0,105.0,138,0.0,305,0.0,24512970,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,268,0,130.0,268,0.0,245,0.0,9217621,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,628,0,108.0,628,0.0,348,0.0,1735917,0,0
