是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,12,3,0,0.0,1,0.0,0.0,201,0,29.2,201,29.0,155,0.0,9932285,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,1,0,0.0,1,0.0,0.0,200,0,14.0,200,13.0,105,0.0,92937,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,6,5,0,0.0,1,0.0,0.0,914,0,170.1,914,161.5,1047,0.0,12158070,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,35,0,0,0.0,1,0.0,0.0388,258,10,70.0,258,70.0,296,0.0014000000000000002,43060957,58251,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,0,0,0.0,1,0.0,0.0,508,0,80.0,508,78.0,45,0.0,11666066,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,9,0,0,0.0,1,0.0,0.0,278,0,60.3,278,61.39,225,0.0,17139548,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,23,0,0,37.85,1,10.0,0.0,181,0,83.0,181,68.0,231,0.0,11811077,0,0
1,-1,2,-1,4,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,5,12,0,0,0.0,1,0.0,0.0,385,0,90.45,385,90.0,208,0.0,6294471,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,1,0,0.0,1,0.0,0.0,944,0,60.0,944,60.0,768,0.0,10193201,10,0
1,1,-1,-1,4,5,-1,7,-1,-1,-1,-1,4,-1,6,-1,0,5,2,1,4.9,1,0.58,0.0,161,0,11.42,161,10.6,74,0.0,1837854,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,22,1,0,0.0,1,0.0,0.0,230,0,75.0,230,75.0,369,0.0,10148058,108,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,8,40,4,0,0.0,1,0.0,0.0,498,0,66.8,498,66.0,407,0.0,27492243,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,480,0,13.7,480,18.8,490,0.0,752,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,18,1,1,0.0,1,0.0,0.0,267,0,220.0,267,220.0,552,0.0,82726401,0,1
1,-1,-1,-1,-1,-1,6,-1,-1,1,-1,-1,4,-1,6,-1,2,0,0,0,0.0,1,0.0,0.0,510,0,39.0,510,39.0,139,0.0,4088580,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,18,1,0,0.0,1,0.0,0.0,233,0,90.0,233,90.0,103,0.0,30681168,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,22,0,0,249.47,1,60.0,0.0,412,0,161.3,412,124.8,811,0.0,17302669,0,0
1,-1,-1,-1,-1,5,6,-1,-1,1,-1,3,-1,-1,6,-1,36,0,0,0,0.0,1,0.0,0.0,152,0,48.0,152,48.0,189,0.0,25802134,0,0
1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,4,-1,6,-1,2,30,2,0,1049.66,1,30.0,0.0,556,0,121.23,556,139.0,486,0.0,32793837,0,0
1,1,-1,-1,4,5,-1,-1,-1,-1,2,-1,4,-1,6,-1,10,27,1,0,0.0,1,0.0,0.0,236,0,21.0,236,21.5,241,0.0,35633348,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,7,34,0,1,0.0,1,0.0,0.0,1205,0,57.1,1205,72.0,884,0.0,50005829,0,0
1,1,-1,-1,-1,-1,6,-1,-1,1,-1,3,4,-1,6,-1,40,27,4,0,0.0,1,0.0,0.0,471,0,75.9,471,58.94,793,0.0,44521918,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,0,0,0.0,1,0.0,0.0,158,0,28.0,158,28.0,206,0.0,10690727,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,14,3,0,0.0,1,0.0,0.0,318,0,56.0,318,56.0,497,0.0,16971988,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,166,0,39.0,166,40.43,144,0.0,1835884,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,170,0,40.0,170,30.0,305,0.0,27840653,0,1
1,-1,-1,-1,-1,-1,6,-1,-1,1,2,3,4,-1,6,-1,0,7,0,0,0.0,1,0.0,0.1886,631,119,69.0,631,50.36,95,0.3381,289018,97707,1
1,1,2,-1,-1,-1,-1,7,-1,1,2,3,-1,-1,6,-1,5,8,2,0,0.0,1,0.0,0.0,266,0,168.66,266,209.45,390,0.0,39359118,0,1
1,-1,2,-1,-1,-1,-1,7,-1,1,-1,-1,4,-1,-1,-1,4,0,1,0,0.0,1,0.0,0.0,231,0,100.0,231,100.0,117,0.0,10229550,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,14,5,7,0,0.0,1,0.0,0.0,280,0,139.0,280,139.0,437,0.0,20990249,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,4,2,0,0,0.0,1,0.0,0.0,201,0,0.0,201,0.0,70,0.0,87357,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,8,0,0,39.27,1,10.0,0.0,234,0,69.0,234,65.0,183,0.0,21135189,0,0
1,1,2,3,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,34,5,0,0,0.0,1,0.0,0.0,235,0,37.99,235,35.0,96,0.0,2634247,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,0,0,0,0.0,0,0.0,0.0,443,0,0.0,443,0.0,528,0.0,0,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,3,1,6.19,1,1.74,0.0,350,0,55.34,350,110.2,1235,0.0,10671714,0,0
1,1,-1,-1,-1,-1,-1,-1,98,-1,-1,3,-1,-1,-1,-1,6,0,10,0,0.0,1,0.0,0.0,1069,0,203.46,1069,149.16,1046,0.0,13706807,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,3,2,0,0.0,1,0.0,0.0,384,0,40.1,384,32.9,119,0.0,16053670,0,1
1,1,2,-1,-1,5,-1,7,-1,-1,2,3,-1,-1,6,-1,22,30,5,0,0.0,1,0.0,0.0644,637,41,80.0,637,80.1,300,0.0259,16375300,424191,0
1,1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,-1,6,-1,13,6,0,0,0.0,1,0.0,0.0,175,0,70.0,175,55.0,266,0.0,1016068,0,0
1,1,-1,-1,4,5,6,-1,-1,1,-1,3,-1,-1,6,-1,79,57,4,0,0.0,1,0.0,0.0,529,0,238.0,529,186.4,1069,0.0,56414075,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,396,0,91.0,396,91.0,471,0.0,17322908,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,0.0,1,0.0,0.0,819,0,105.0,819,105.0,518,0.0,14385516,0,1
1,1,-1,-1,-1,5,-1,7,-1,-1,-1,3,4,-1,6,-1,6,1,1,0,0.0,1,0.0,0.038599999999999995,544,21,178.0,544,142.93,673,0.0556,47758565,2656866,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,7,0,0,0.0,1,0.0,0.0,164,0,128.0,164,118.0,513,0.0,3116726,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,7,0,0,0.0,1,0.0,0.0,223,0,43.1,223,42.93,187,0.0,2715706,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,19,1,0,0.0,1,0.0,0.0,175,0,0.0,175,0.0,463,0.0,65476,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,19,0,0,0.0,1,0.0,0.0,422,0,59.0,422,50.16,555,0.0,15948216,0,1
1,1,2,3,4,5,6,7,-1,1,2,3,4,5,6,-1,23,32,3,0,0.0,1,0.0,0.0,669,0,100.4,669,100.1,593,0.0,3727407,0,1
1,-1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,43,22,0,0,0.0,1,0.0,0.0,393,0,58.3,393,58.0,354,0.0,21689490,0,0
1,1,-1,-1,-1,5,-1,-1,98,1,-1,-1,-1,-1,-1,98,33,15,0,0,0.0,1,0.0,0.0,342,0,57.8,342,75.3,310,0.0,12829994,14,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,3,0,0,0.0,1,0.0,0.023,435,10,169.0,435,169.0,419,0.0584,20617479,1204046,1
1,-1,-1,-1,-1,5,-1,-1,98,-1,2,3,4,5,6,98,22,10,4,0,0.0,1,0.0,0.0,143,0,128.0,143,128.0,113,0.0,9240609,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,19,3,0,0.0,1,0.0,0.0,286,0,130.0,286,146.0,651,0.0,30271577,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,16,4,0,0.0,1,0.0,0.0,266,0,90.0,266,90.1,457,0.0051,27837053,140825,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,2,0,0.0,1,0.0,0.0,175,0,111.0,175,100.0,122,0.0,53174215,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,3,0,0.0,1,0.0,0.0,389,0,91.98,389,97.39,451,0.0,73579312,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,2,0,0.0,1,0.0,0.0,500,0,190.0,500,189.0,449,0.0,11709371,0,1
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,1,4,1,0,0.0,1,0.0,0.0,191,0,77.0,191,77.0,96,0.0,21500441,0,0
1,-1,2,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,-1,-1,22,13,2,0,0.0,1,0.0,0.0,357,0,10.0,357,10.0,348,0.0,2847054,0,0
1,1,-1,3,-1,-1,-1,7,-1,-1,-1,3,4,-1,6,-1,4,0,0,0,176.45,1,40.0,0.0,254,0,58.0,254,21.48,205,0.0,2456906,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,9,2,1,0.0,1,0.0,0.0,585,0,15.0,585,15.0,682,0.0,255795,0,0
1,-1,2,-1,-1,-1,-1,7,98,-1,-1,3,4,5,6,-1,1,57,4,0,0.0,1,0.0,0.2091,1554,325,339.0,1554,339.0,1554,0.4264,13092472,5582989,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,5,40,2,0,694.62,1,60.0,0.1341,261,35,89.0,261,35.0,421,0.0025,8292616,21121,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,15,2,0,0.0,1,0.0,0.0,695,0,100.0,695,190.72,712,0.0,25711119,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,34,0,0.0,1,0.0,0.1441,2332,336,260.0,2332,260.0,2757,0.0933,50215932,4683028,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,20,1,0,0.0,1,0.0,0.0,303,0,1.8,303,2.45,199,0.0,3252654,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,0,0,0,0.0,1,0.0,0.0,316,0,57.85,316,51.43,67,0.0,21433106,0,0
1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,4,-1,-1,-1,1,11,0,0,0.0,1,0.0,0.0,353,0,60.0,353,60.0,333,0.0,10112864,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,33,0,0,0,0.0,1,0.0,0.0,203,0,26.09,203,37.55,276,0.0,5111901,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,4,25,1,0,0.0,1,0.0,0.0,273,0,187.74,273,188.4,329,0.0,25975858,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,89,1,1,0.0,1,0.0,0.0,828,0,38.75,828,40.53,913,0.0,14239042,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,0,0,0.0,1,0.0,0.0,248,0,130.0,248,130.0,309,0.0,10333117,0,1
1,1,-1,-1,4,5,-1,-1,-1,-1,-1,3,-1,5,-1,-1,45,168,7,0,0.0,1,0.0,0.0,1344,0,159.65,1344,145.0,731,0.0,10791051,0,1
1,-1,-1,-1,-1,5,-1,7,-1,-1,-1,3,-1,-1,6,-1,3,9,0,0,0.0,1,0.0,0.0473,169,8,84.2,169,49.0,94,0.0060999999999999995,15665765,95675,0
1,1,-1,-1,4,-1,-1,-1,-1,1,-1,-1,4,-1,6,-1,5,28,0,0,0.0,1,0.0,0.0,367,0,100.2,367,138.0,419,0.0,10177168,0,0
1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,15,11,0,0,0.0,1,0.0,0.0,149,0,30.0,149,30.0,348,0.0,12542569,45,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,0.0,1,0.0,0.0,116,0,0.0,116,0.0,79,0.0,4380271,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,1,1,0,0,1208.12,1,14.56,0.0,233,0,102.56,233,90.0,352,0.0,17266104,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,12,0,0,0,0.0,1,0.0,0.0,143,0,22.9,143,16.3,44,0.0,8838779,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,0,0.0,1,0.0,0.0,161,0,85.9,161,82.0,312,0.0,55208202,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,3,3,0,0.0,1,0.0,0.0,406,0,258.0,406,249.0,425,0.0,171145145,0,1
1,1,-1,-1,-1,5,6,-1,-1,-1,2,-1,4,-1,6,-1,1,1,2,0,0.0,1,0.0,0.0,463,0,110.66,463,108.0,395,0.0,6138833,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,2,0,0,0.0,1,0.0,0.0,137,0,10.0,137,1.0,105,0.0,2825214,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,1,1,0,0.0,1,0.0,0.0,219,0,75.0,219,86.93,263,0.0,8908750,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,21,13,0,0.0,1,0.0,0.0,289,0,49.0,289,49.0,228,0.0,9438189,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6,-1,3,2,0,0,0.0,1,0.0,0.0,220,0,49.0,220,49.0,117,0.0,7331706,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,0,0,0.0,1,0.0,0.0,216,0,26.8,216,25.0,93,0.0,9717767,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,-1,-1,5,30,2,0,0.0,1,0.0,0.0,637,0,68.0,637,68.45,516,0.0,26354492,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,0,0,8431.64,1,96.0,0.0,181,0,412.0,181,348.0,287,0.0,202836525,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,1,0,0.0,1,0.0,0.0,286,0,128.1,286,128.0,234,0.0,38932680,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,0,0,0.0,1,0.0,0.0,277,0,9.0,277,9.0,220,0.0,10434837,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,131,0,0.3,131,12.8,182,0.0,281067,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,0,0,0.0,1,0.0,0.0,154,0,19.0,154,19.0,142,0.0,62102,0,0
1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,98,14,21,0,0,0.0,1,0.0,0.0,421,0,42.05,421,122.61,1474,0.0,18468956,0,1
1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,12,0,0,0,0.0,1,0.0,0.0,169,0,66.0,169,66.0,167,0.0,14939690,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,1,6,0,0.0,1,0.0,0.0,197,0,61.1,197,56.2,310,0.0,33157063,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,13,0,598.35,1,18.0,0.0,522,0,188.3,522,169.3,278,0.0,69605237,0,0
1,1,2,-1,4,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,29,13,0,0.0,1,0.0,0.0,1347,0,40.0,1347,40.0,1881,0.0,10551342,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,-1,29,6,1,0,0.0,1,0.0,0.0,135,0,18.0,135,18.0,193,0.0,4311482,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,32,3,0,0.0,1,0.0,0.0,409,0,165.1,409,165.3,283,0.0,4121221,0,0
1,1,2,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,6,-1,3,19,2,0,0.0,1,0.0,0.0,306,0,23.18,306,18.73,193,0.0,3397590,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0.0,1,0.0,0.0,273,0,32.98,273,26.04,151,0.0,24593933,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,11,4,0,0.0,1,0.0,0.0,644,0,125.0,644,125.0,1467,0.0001,4501702,255,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,186,0,25.0,186,25.0,357,0.0,6802711,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,15,0,0,0.0,1,0.0,0.0,399,0,10.0,399,0.0,0,0.0,532175,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2,0,0,74.91,1,24.36,0.0,435,0,127.86,435,91.44,111,0.0,39121388,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,0,0,0.0,1,0.0,0.0,310,0,65.46,310,59.0,45,0.0,6274670,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,15,0,0,0.0,1,0.0,0.0,571,0,236.8,571,267.36,871,0.0,273387,0,0
1,1,2,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,24,0,0,0.0,1,0.0,0.0,439,0,91.0,439,125.0,446,0.0,13742576,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,3,16,0,1858.52,1,27.0,0.0,125,0,101.6,125,17.09,103,0.0,108733047,0,1
1,-1,-1,-1,-1,-1,-1,-1,98,1,-1,3,-1,-1,-1,-1,87,8,1,0,0.0,1,0.0,0.0,243,0,60.0,243,65.0,99,0.0,23741379,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,265,0,21.0,265,21.0,121,0.0,127931041,0,1
1,-1,-1,-1,-1,5,-1,7,-1,1,-1,3,4,-1,-1,-1,4,16,0,1,0.0,1,0.0,0.0,367,0,49.38,367,49.2,457,0.0,50606071,0,0
1,-1,-1,-1,-1,-1,-1,-1,98,1,2,-1,-1,-1,6,-1,0,4,1,0,0.0,1,0.0,0.0,349,0,21.0,349,25.8,331,0.0,6964376,0,0
1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,6,6,0,0,0.0,1,0.0,0.0,200,0,69.0,200,68.0,276,0.0,5806664,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,148,25,0,0,0.0,1,0.0,0.0,463,0,50.0,463,60.66,670,0.0,22570729,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,163,0,58.0,163,58.0,82,0.0,6257340,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,7,3,1,0.0,1,0.0,0.0,192,0,100.0,192,100.0,114,0.0,4775725,0,1
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,3,0,0,0,0.0,1,0.0,0.0,121,0,8.0,121,9.75,81,0.0,2393,0,0
1,-1,-1,-1,4,-1,6,-1,-1,1,2,3,-1,-1,-1,-1,91,22,0,0,0.0,1,0.0,0.0,224,0,59.0,224,59.3,193,0.0,39826772,0,1
1,1,-1,-1,4,-1,-1,-1,-1,1,-1,3,4,-1,6,-1,30,27,9,0,0.0,1,0.0,0.0,295,0,44.1,295,99.1,400,0.0006,8152621,4709,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,2,0,0.0,1,0.0,0.0,281,0,60.0,281,60.0,178,0.0,33599941,0,1
1,1,-1,-1,4,5,-1,7,-1,1,2,3,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,150,0,15.0,150,16.62,153,0.0,1059526,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,0,0,0.0,1,0.0,0.0,715,0,138.0,715,208.0,302,0.0,28500483,0,1
1,1,2,-1,-1,5,-1,7,-1,1,2,3,-1,-1,6,-1,16,5,0,0,0.0,1,0.0,0.0,167,0,70.0,167,70.0,534,0.0,22385182,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,1,0,0.0,1,0.0,0.1934,362,70,98.0,362,99.45,320,0.2952,17139117,5058848,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,1,0,0.0,1,0.0,0.0,247,0,132.1,247,132.3,221,0.0,14152511,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,4,-1,-1,-1,18,7,1,0,0.0,1,0.0,0.0,204,0,65.0,204,61.2,194,0.0,15945860,0,1
1,1,-1,-1,-1,5,6,-1,-1,1,-1,3,4,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,220,0,21.3,220,17.8,135,0.0,2113155,0,0
1,1,2,-1,-1,5,-1,-1,-1,-1,-1,-1,4,-1,6,-1,26,13,0,0,0.0,1,0.0,0.0,418,0,25.0,418,35.0,160,0.0,11732495,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,1,0,0,0.0,1,0.0,0.0,170,0,19.0,170,19.0,55,0.0,494810,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,0,0,0,38.01,1,10.0,0.0,157,0,41.19,157,60.28,165,0.0,12505243,0,0
1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,33,4,0,0,0.0,1,0.0,0.0,336,0,111.0,336,111.0,198,0.0,58073624,0,1
1,1,2,3,4,5,-1,-1,-1,-1,-1,3,4,5,6,-1,4,0,0,0,0.0,1,0.0,0.0,189,0,99.5,189,100.52,468,0.0,4963796,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,298,5,5,0,0.0,1,0.0,0.0,197,0,24.0,197,28.0,157,0.0,70310304,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,1,1,0,0.0,1,0.0,0.0,164,0,67.0,164,67.3,532,0.0,6253748,0,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0.0,1,0.0,0.0,188,0,39.72,188,32.88,93,0.0,6470471,0,0
1,-1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,-1,-1,6,-1,0,8,0,0,0.0,1,0.0,0.0,584,0,16.79,584,30.28,431,0.0,583476,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,9,1,0,0.0,1,0.0,0.0,643,0,74.97,643,42.45,386,0.0,20943702,0,0
1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,13,5,7,1,4.67,1,1.45,0.0,139,0,1.6,139,0.0,113,0.0,1668444,0,0
1,-1,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,6,-1,8,31,4,0,0.0,1,0.0,0.0,1236,0,130.7,1236,125.0,1288,0.0,79655795,0,0
1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,0,9,0,0,0.0,1,0.0,0.0,203,0,39.76,203,59.0,195,0.0,19110818,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,11,0,0,0.0,1,0.0,0.0,403,0,85.0,403,93.0,460,0.0,25442078,0,0
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,12,3,0,0.0,1,0.0,0.0,484,0,161.1,484,161.0,553,0.0,39105879,0,1
